연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
1393,7,2747,남구로,2025-05,878119
1394,7,2748,가산디지털단지(7),2025-05,2285857
1395,7,2749,철산,2025-05,1271140
1396,7,2750,광명사거리,2025-05,1303140
1397,7,2751,천왕,2025-05,684250
1398,7,2752,온수(7),2025-05,591041
1399,8,2810,암사역사공원,2025-05,374050
1400,8,2811,암사,2025-05,947096
1401,8,2812,천호(8),2025-05,1126092
1402,8,2813,강동구청,2025-05,639062
1403,8,2814,몽촌토성,2025-05,485031
1404,8,2815,잠실(8),2025-05,1295690
1405,8,2816,석촌(8),2025-05,576050
1406,8,2817,송파,2025-05,577101
1407,8,2818,가락시장(8),2025-05,522461
1408,8,2819,문정,2025-05,1249210
1409,8,2820,장지,2025-05,988986
1410,8,2821,복정(8),2025-05,550033
1411,8,2822,산성,2025-05,384944
1412,8,2823,남한산성입구,2025-05,791346
1413,8,2824,단대오거리,2025-05,720889
1414,8,2825,신흥,2025-05,327599
1415,8,2826,수진,2025-05,330194
1416,8,2827,모란(8),2025-05,304197
1417,8,2828,남위례,2025-05,460435
1418,9,4126,언주,2025-05,377963
1419,9,4127,선정릉,2025-05,338222
1420,9,4128,삼성중앙,2025-05,260698
1421,9,4129,봉은사,2025-05,796725
1422,9,4130,종합운동장(9),2025-05,194847
1423,9,4131,삼전,2025-05,307509
1424,9,4132,석촌고분,2025-05,269680
1425,9,4133,석촌(9),2025-05,366214
1426,9,4134,송파나루,2025-05,234913
1427,9,4135,한성백제,2025-05,133565
1428,9,4136,올림픽공원(9),2025-05,404306
1429,9,4137,둔촌오륜,2025-05,165182
1430,9,4138,중앙보훈병원,2025-05,433782
1431,1,150,서울역(1),2025-06,4122773
1432,1,151,시청(1),2025-06,1468448
1433,1,152,종각,2025-06,2089369
1434,1,153,종로3가(1),2025-06,1451829
1435,1,154,종로5가,2025-06,1350816
1436,1,155,동대문(1),2025-06,741269
1437,1,156,신설동(1),2025-06,818176
1438,1,157,제기동,2025-06,984081
1439,1,158,청량리,2025-06,1342515
1440,1,159,동묘앞(1),2025-06,653068
1441,2,201,시청(2),2025-06,1388835
1442,2,202,을지로입구,2025-06,2828600
1443,2,203,을지로3가(2),2025-06,1417412
1444,2,204,을지로4가(2),2025-06,825424
1445,2,205,동대문역사문화공원(2),2025-06,1023586
1446,2,206,신당(2),2025-06,884575
1447,2,207,상왕십리,2025-06,816926
1448,2,208,왕십리(2),2025-06,887109
1449,2,209,한양대,2025-06,678931
1450,2,210,뚝섬,2025-06,1488702
1451,2,211,성수,2025-06,2939683
1452,2,212,건대입구(2),2025-06,2189850
1453,2,213,구의,2025-06,1511651
1454,2,214,강변,2025-06,1553553
1455,2,215,잠실나루,2025-06,813624
1456,2,216,잠실(2),2025-06,4497860
1457,2,217,잠실새내,2025-06,1373206
1458,2,218,종합운동장(2),2025-06,1082287
1459,2,219,삼성,2025-06,3065319
1460,2,220,선릉,2025-06,2871172
1461,2,221,역삼,2025-06,2731187
1462,2,222,강남,2025-06,4402334
1463,2,223,교대(2),2025-06,1827954
1464,2,224,서초,2025-06,1225207
1465,2,225,방배,2025-06,979727
1466,2,226,사당(2),2025-06,2599545
1467,2,227,낙성대,2025-06,1584893
1468,2,228,서울대입구,2025-06,2629866
1469,2,229,봉천,2025-06,1385735
1470,2,230,신림,2025-06,3179649
1471,2,231,신대방,2025-06,1483320
1472,2,232,구로디지털단지,2025-06,3178956
1473,2,233,대림(2),2025-06,1442486
1474,2,234,신도림,2025-06,2945342
1475,2,235,문래,2025-06,1321540
1476,2,236,영등포구청(2),2025-06,1281609
1477,2,237,당산,2025-06,1146914
1478,2,238,합정(2),2025-06,1962194
1479,2,239,홍대입구,2025-06,4516932
1480,2,240,신촌,2025-06,2217374
1481,2,241,이대,2025-06,1006061
1482,2,242,아현,2025-06,611764
1483,2,243,충정로(2),2025-06,578996
1484,2,244,용답,2025-06,184700
1485,2,245,신답,2025-06,99006
1486,2,246,신설동(2),2025-06,228833
1487,2,247,도림천,2025-06,76841
1488,2,248,양천구청,2025-06,403414
1489,2,249,신정네거리,2025-06,593666
1490,2,250,용두,2025-06,148824
1491,3,309,지축,2025-06,445920
1492,3,310,구파발,2025-06,1258889
1493,3,311,연신내(3),2025-06,2069582
1494,3,312,불광(3),2025-06,1015137
1495,3,313,녹번,2025-06,825276
1496,3,314,홍제,2025-06,1017820
1497,3,315,무악재,2025-06,243071
1498,3,316,독립문,2025-06,476731
1499,3,317,경복궁,2025-06,1698854
1500,3,318,안국,2025-06,1663310
1501,3,319,종로3가(3),2025-06,723041
1502,3,320,을지로3가(3),2025-06,678591
1503,3,322,동대입구,2025-06,658005
1504,3,323,약수(3),2025-06,728395
1505,3,324,금호,2025-06,455041
1506,3,325,옥수,2025-06,544620
1507,3,326,압구정,2025-06,1820402
1508,3,327,신사,2025-06,1547268
1509,3,328,잠원,2025-06,299043
1510,3,329,고속터미널(3),2025-06,2954200
1511,3,330,교대(3),2025-06,712646
1512,3,331,남부터미널,2025-06,1723654
1513,3,332,양재,2025-06,2083426
1514,3,333,매봉,2025-06,685432
1515,3,334,도곡,2025-06,338447
1516,3,335,대치,2025-06,697474
1517,3,336,학여울,2025-06,139316
1518,3,337,대청,2025-06,592760
1519,3,338,일원,2025-06,611812
1520,3,339,수서,2025-06,1102444
1521,3,340,가락시장(3),2025-06,507315
1522,3,341,경찰병원,2025-06,411756
1523,3,342,오금(3),2025-06,344991
1524,4,409,불암산,2025-06,544344
1525,4,410,상계,2025-06,1106975
1526,4,411,노원(4),2025-06,1277526
1527,4,412,창동,2025-06,1630261
1528,4,413,쌍문,2025-06,1625817
1529,4,414,수유,2025-06,1981885
1530,4,415,미아,2025-06,915909
1531,4,416,미아사거리,2025-06,1500714
1532,4,417,길음,2025-06,1234164
1533,4,418,성신여대입구,2025-06,1277843
1534,4,419,한성대입구,2025-06,844608
1535,4,420,혜화,2025-06,2098344
1536,4,421,동대문(4),2025-06,1132057
1537,4,422,동대문역사문화공원(4),2025-06,1106761
1538,4,423,충무로(4),2025-06,1767956
1539,4,424,명동,2025-06,2205481
1540,4,425,회현,2025-06,1662761
1541,4,426,서울역(4),2025-06,1028787
1542,4,427,숙대입구,2025-06,881427
1543,4,428,삼각지(4),2025-06,427171
1544,4,429,신용산,2025-06,1282963
1545,4,430,이촌,2025-06,620838
1546,4,431,동작,2025-06,164817
1547,4,432,이수(총신대입구),2025-06,1183359
1548,4,433,사당(4),2025-06,1462906
1549,4,434,남태령,2025-06,78494
1550,5,2511,방화,2025-06,405094
1551,5,2512,개화산,2025-06,342565
1552,5,2513,김포공항(5),2025-06,592764
1553,5,2514,송정,2025-06,366071
1554,5,2515,마곡,2025-06,751148
1555,5,2516,발산,2025-06,1315515
1556,5,2517,우장산,2025-06,855097
1557,5,2518,화곡,2025-06,1572131
1558,5,2519,까치산(5),2025-06,1564063
1559,5,2520,신정,2025-06,701759
1560,5,2521,목동,2025-06,984329
1561,5,2522,오목교,2025-06,1218187
1562,5,2523,양평(5),2025-06,443868
1563,5,2524,영등포구청(5),2025-06,285856
1564,5,2525,영등포시장,2025-06,699204
1565,5,2526,신길(5),2025-06,292980
1566,5,2527,여의도(5),2025-06,1560860
1567,5,2528,여의나루,2025-06,827246
1568,5,2529,마포,2025-06,811440
1569,5,2530,공덕(5),2025-06,815807
1570,5,2531,애오개,2025-06,359874
1571,5,2532,충정로(5),2025-06,265029
1572,5,2533,서대문,2025-06,1073949
1573,5,2534,광화문,2025-06,1947850
1574,5,2535,종로3가(5),2025-06,962219
1575,5,2536,을지로4가(5),2025-06,371308
1576,5,2537,동대문역사문화공원(5),2025-06,184519
1577,5,2538,청구(5),2025-06,201410
1578,5,2539,신금호,2025-06,373855
1579,5,2540,행당,2025-06,434439
1580,5,2541,왕십리(5),2025-06,274909
1581,5,2542,마장,2025-06,326585
1582,5,2543,답십리,2025-06,898169
1583,5,2544,장한평,2025-06,1117389
1584,5,2545,군자(5),2025-06,723988
1585,5,2546,아차산,2025-06,876193
1586,5,2547,광나루,2025-06,661347
1587,5,2548,천호(5),2025-06,1178930
1588,5,2549,강동,2025-06,1061053
1589,5,2550,길동,2025-06,521966
1590,5,2551,굽은다리,2025-06,570988
1591,5,2552,명일,2025-06,482163
1592,5,2553,고덕,2025-06,590448
1593,5,2554,상일동,2025-06,813407
1594,5,2555,둔촌동,2025-06,718018
1595,5,2556,올림픽공원(5),2025-06,308921
1596,5,2557,방이,2025-06,439410
1597,5,2558,오금(5),2025-06,211681
1598,5,2559,개롱,2025-06,390070
1599,5,2560,거여,2025-06,569054
1600,5,2561,마천,2025-06,397770
1601,5,2562,강일,2025-06,341440
1602,5,2563,미사,2025-06,1044612
1603,5,2564,하남풍산,2025-06,267055
1604,5,2565,하남시청,2025-06,487932
1605,5,2566,하남검단산,2025-06,387800
1606,6,2611,응암,2025-06,1027264
1607,6,2612,역촌,2025-06,241751
1608,6,2613,불광(6),2025-06,273851
1609,6,2614,독바위,2025-06,165544
1610,6,2616,구산,2025-06,424670
1611,6,2617,새절,2025-06,705600
1612,6,2618,증산,2025-06,545119
1613,6,2619,디지털미디어시티(6),2025-06,844044
1614,6,2620,월드컵경기장,2025-06,358942
1615,6,2621,마포구청,2025-06,803502
1616,6,2622,망원,2025-06,984573
1617,6,2623,합정(6),2025-06,793886
1618,6,2624,상수,2025-06,643298
1619,6,2625,광흥창,2025-06,538587
1620,6,2626,대흥,2025-06,566592
1621,6,2627,공덕(6),2025-06,1044446
1622,6,2628,효창공원앞,2025-06,419915
1623,6,2629,삼각지(6),2025-06,452175
1624,6,2630,녹사평,2025-06,336008
1625,6,2631,이태원,2025-06,773071
1626,6,2632,한강진,2025-06,600323
1627,6,2633,버티고개,2025-06,129083
1628,6,2634,약수(6),2025-06,223785
1629,6,2635,청구(6),2025-06,216631
1630,6,2636,신당(6),2025-06,498675
1631,6,2637,동묘앞(6),2025-06,537146
1632,6,2638,창신,2025-06,191105
1633,6,2639,보문,2025-06,459497
1634,6,2640,안암,2025-06,744410
1635,6,2641,고려대,2025-06,499849
1636,6,2642,월곡,2025-06,670942
1637,6,2643,상월곡,2025-06,367811
1638,6,2644,돌곶이,2025-06,627259
1639,6,2645,석계(6),2025-06,724776
1640,6,2646,태릉입구(6),2025-06,377405
1641,6,2647,화랑대,2025-06,600609
1642,6,2648,봉화산,2025-06,482189
1643,7,2711,장암,2025-06,124361
1644,7,2712,도봉산(7),2025-06,574465
1645,7,2713,수락산,2025-06,735050
1646,7,2714,마들,2025-06,749987
1647,7,2715,노원(7),2025-06,1197726
1648,7,2716,중계,2025-06,819255
1649,7,2717,하계,2025-06,1004692
1650,7,2718,공릉,2025-06,734395
1651,7,2719,태릉입구(7),2025-06,507721
1652,7,2720,먹골,2025-06,584966
1653,7,2721,중화,2025-06,604938
1654,7,2722,상봉(7),2025-06,985747
1655,7,2723,면목,2025-06,843071
1656,7,2724,사가정,2025-06,926923
1657,7,2725,용마산,2025-06,332297
1658,7,2726,중곡,2025-06,603964
1659,7,2727,군자(7),2025-06,784305
1660,7,2728,어린이대공원,2025-06,977853
1661,7,2729,건대입구(7),2025-06,822755
1662,7,2730,자양,2025-06,592494
1663,7,2731,청담,2025-06,1046962
1664,7,2732,강남구청,2025-06,922008
1665,7,2733,학동,2025-06,1227142
1666,7,2734,논현,2025-06,1042443
1667,7,2735,반포,2025-06,371113
1668,7,2736,고속터미널(7),2025-06,955002
1669,7,2737,내방,2025-06,808794
1670,7,2738,이수(7),2025-06,964014
1671,7,2739,남성,2025-06,634957
1672,7,2740,숭실대입구,2025-06,781127
1673,7,2741,상도,2025-06,698023
1674,7,2742,장승배기,2025-06,522759
1675,7,2743,신대방삼거리,2025-06,843825
1676,7,2744,보라매,2025-06,418454
1677,7,2745,신풍,2025-06,663584
1678,7,2746,대림(7),2025-06,552841
1679,7,2747,남구로,2025-06,848886
1680,7,2748,가산디지털단지(7),2025-06,2248091
1681,7,2749,철산,2025-06,1227662
1682,7,2750,광명사거리,2025-06,1244614
1683,7,2751,천왕,2025-06,653839
1684,7,2752,온수(7),2025-06,552520
1685,8,2810,암사역사공원,2025-06,356980
1686,8,2811,암사,2025-06,901486
1687,8,2812,천호(8),2025-06,1078262
1688,8,2813,강동구청,2025-06,606358
1689,8,2814,몽촌토성,2025-06,436140
1690,8,2815,잠실(8),2025-06,1185340
1691,8,2816,석촌(8),2025-06,538619
